text,Label_Final
"USER Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop, gua ketawa paling keras.'",Hate Speech / Ancaman
USER USER celeng kgn gw y',Makian
"#TerangiNegeri dengan budaya , yuk pada visit ke purwokerto ,mumpung Ada even rakyat.; .; #purwokerto; #extravaganzabanyumas",Non-Bullying
"Presiden itu punya dana taktis, dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada. Soal program banyak sekali: ada pembangunan infrastruktur, KIP, KIS, Sertifikat tanah, perhutanan sosial, BBM 1 harga, padat karya,",Non-Bullying
USER Aamiin ya Allah :(((\nTimnya Kinan aja sampai pelatihan ular karena dia dapat di rawa-rawa. Aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw',Non-Bullying
USER USER MAJU KAMU NGATAIN MAMA AKU BOLOT',Hate Speech / Ancaman
"Grombolan Kadal Jidat gosong,mmg bgtu, sukanya ribut tapi klo grombolanya yg salah pura2 Budek..Dasar Grombolan Cingkrang URL",Fisik
USER USER USER Segitu gentarnya dia takut terhadap Kafir...\xf0\x9f\x98\x81',Non-Bullying
RT USER USER betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,Hate Speech / Ancaman
USER siapa bego lu bukan tmn gua najis dah kesel sendiri gue',Hate Speech / Ancaman
USER USER Kafir kristen selalu buat ulah,Agama
"USER Tau dong, bau baunya udh keciri ini sipit buluq'",Ras
"USER kayak memegang, bukan mucikari'",Non-Bullying
"Guru TK Dharma Wanita Persatuan Desa Plumbon Porong Deklarasi anti HOAX ,Ujaran kebencian, issu sarah dan mendukung pilkada damai",Non-Bullying
USER Anjir serem maennya begituan \xf0\x9f\x98\x82\xf0\x9f\x91\x8c',Makian
USER Kayaknya bisa? Atau cuma bank tertentu? Bilang aja mau jual uang asing/tukar ke rupiah',Non-Bullying
USER USER USER USER Onta yaman ni\n\nsetahun lagi gua deportasi loe',Hate Speech / Ancaman
Hati-Hati Berita Pilkada yang Berbau Hoax #madiun #madiuntoday #100thmadiun #KotaKarismatikMadiun #tolakcukaiilegal; Kunjungi juga,Non-Bullying
USER anak cocot ya ini USER',Hate Speech / Ancaman
USER \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88udah ketauan HOAX ya Fahri mangkanye klu ambil berite tuyg update jangan dari tong sampah diambil terus di SS taunya berit udah,Hate Speech / Ancaman
Mantaaap DM dekat sama Banser bang USER,Non-Bullying
"ternyata ada lebah yg gak suka bunga, tapi makan bangkai. gw penasaran madu nya kaya gimana \xf0\x9f\xa4\x94'",Non-Bullying
USER USER Pantas indonesia mundur dalam segala bentuk,Hate Speech / Ancaman
USER USER USER USER Naahh yg dongo yg bilang hekell hahaha',Makian
USER USER USER USER Hahahaha blunder lu cebong... Yg gak ngasih tuh pem. pusat dengan Alasan HAM... kalau rakyat aceh ya mau kali pun.. Cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh... Klau DPR a,Hate Speech / Ancaman
BANGSAD GUA DAH NYELEM AMPE BAWAH2 BALIK LGI KE ATAS!1!',Makian
Saya tak bisa dipancing-pancing dgn urusan penistaan atau bukan. Saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci.,Non-Bullying
USER USER USER USER Cebong kacung itu kt temen gw dungunya sampe ke tulang sum2..jd jgn buang2 energi debat sm mereka..\xf0\x9f\x98\x82',Hate Speech / Ancaman
USER PARTAI KORUPSI SAPI......goblog...',Hate Speech / Ancaman
"Signal kntl !! Pemeliharaan apalagi ini ? Niat gak sih ? Login twitter doank susah amat, gmn mau open redtube ? Cetan !! USER'",Gender
USER USER Matane aku moh aku kafir wkwkwk',Non-Bullying
USER Jadi inget fesbuk anjir lupa aku',Makian
"USER kalo aing sih bakal bilang ""hilih kntl""'",Makian
"Nikita Mirzani udah pake hijab, yg masih ngomong cebang cebong udah pernah fantasiin doi belom? Uh ah!! #cokoRers'",Hate Speech / Ancaman
"USER Tatapannya dialihkan ke arah lain, enggan menatap pria mencurigakan itu. Lagipula, siapa yang pertama kali membuat gaduh suasana? Jika Angie tidak menemukan ada seorang pria asing yang tidur di sofanya, kejadian seperti ini tidak akan terjadi.",Non-Bullying
Lahir dan berkembangnya gerakan komunis di Indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama ISDV',Non-Bullying
Shaheizy Sam wajah baharu Calpis,Non-Bullying
"""Ya, terserah lo aja."" Balasnya kembali fokus kepada kerjaan kita.; ; Kami mengerjakan tugas project Seni Budaya hanya dalam 2 hari, setelahnya langsung dikumpul dan dipresentasikan. Bersyukur nilainya memuaskan.; ; Setelah kejadian project itu kami makin",Non-Bullying
Ga bakalan bro,Non-Bullying
KELAKUAN bodoh USER masuk KATEGORI perbuatan TIDAK MENYENANGKAN\n\nKelakuan sontoloyo USER sangat MENGANGGU persatuan BANGSA\n\nKelakuan NAIF USER secara TIDAK LANGSUNG sbg bentuk INTIMIDASI thd ULAMA\n\nKelakuan USER,Hate Speech / Ancaman
Monyet Turun ke Pemukiman Warga Cibadak Sukabumi - URL,Non-Bullying
"USER Kotor ga masalah yang penting bahagia warganya, cebong mana ngerti'",Hate Speech / Ancaman
mau giveaway taplak meja tapi nanti yang menang cuma therichchenle',Non-Bullying
RT USER: Sudah kebuka satu demi satu kebusukab kubu anies sandi yg menang dengan tanpa berkah URL dan Prabowo berusaha cuci tangan,Hate Speech / Ancaman
USER USER WKWKWKWK BODO BANG',Makian
"USER USER Bikan Kaya Orang Bego,Bro ?Tapi...Memang,B..EGO.'",Hate Speech / Ancaman
KLHK Upayakan Pemerataan Ekonomi Melalui TORA di Kawasan Hutan dan Perhutanan Sosial - Tribun Medan,Non-Bullying
"USER Pak USER Mahfud MD sudah berpaling dari Allah SWT Pemberang, demi bangsa ajak semua Buang Islam",Agama
USER USER Orang2 bego kebanyakan minum &amp; makan kotoran onta ...otak nya somplak',Hate Speech / Ancaman
Apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi URL,Hate Speech / Ancaman
"""Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018""",Non-Bullying
Lembaga2 anti-korupsi masa lalu bubar krn sentuh kekuasaan. Giliran KPK kenapa PDIP partai politik penguasa yg plg ngotot ingin bubarkan KPK?,Hate Speech / Ancaman
"USER USER USER Justru mas klo mnyudutkan salah satu agama trtentu malah bahaya,itulah pak rocky ini cerdik. Dia bisa nyusun kalimat yg tepat &amp;pantas dgunakan,Inti dari ini dia mau kasih tau pngertian fiksi sbenarnya,ayolah mas nya i",Non-Bullying
Para Pendukung Capres gagal Move On salalu sibuk Urus Aseng bawa kabur uang Rp 35 T. Tapi ngak sadar kenapa Aseng bisa kabur bawa uang sebanyak itu tanpa didukung Pribumi ASU. Mustahil Aseng bisa. Pribumi hanya diam kalau disogok. Mental kacung emang. URL,Ras
RT USER: USER USER Lo rabun apa budek?\nGue nulis gak ngomong!!\n\xf0\x9f\x98\x81\xf0\x9f\x98\x80',Fisik
Bismillah nahan sepo yang terkutuk',Makian
"USER Brahahahaaa, Cebong nya NgAhok ! \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 USER ((( cebong blm cebok ))) \xf0\x9f\x98\x85 USER'",Hate Speech / Ancaman
"Apdet status bikin tugas2 kelar gak ya? Kok jancuk sekali, mbut!'",Makian
"USER Pak USER walaupun Anda Muslim, sebagai pejabat negara, Anda harus bertindak demi bangsa & negara",Non-Bullying
"12. Ikan yg sudah sembuh dari sakitnya dan yg masih terselamatan (bagus, laik jual) harus dipisah atau diseleksi dari ikan yg cacat permanen untuk pemeliharaan lebih lanjut. \n\n#kesehatanikan\ncc: USER USER USER'",Non-Bullying
ARTINYA APA ? Pribumi sadari & lihat siapa mereka ? KECUALI KALIAN sama-sama CINA KOMUNIS / MISIONARIS abaikan tweet ini usir cina Indonesia,Ras
Presiden yang anda tuduh Rezim anti Islam sudah banyak berbuat untuk Negeri ini sudah bnyak berbuat untuk umat... URL,Hate Speech / Ancaman
USER USER Manusia bangsad -.-',Hate Speech / Ancaman
RT USER Tpi ingat ya. Jangan sampe Cina mengenalkan wisata Haram jga ke indonesia hahaha,Ras
RT USER Nanya di mana Prabowo dan PKS saja Bib kan asoy tuh dianggap antek Prabowo dan antek PKS. Hidupmu pasti lebih dramatis,Hate Speech / Ancaman
"Persahabatan Salah-Lovren ini jadi bukti bahwa beda suku, agama, ras, bukanlah halangan dlm membina hubungan dgn sesama umat manusia.; ; Perbedaan justru menjadi warna tersendiri dlm menjalin pertemanan. Terima kasih, Lovren-Salah! â?¥ï¸? #Favourites #BFF #Bro",Non-Bullying
"USER USER USER Sama aja lh lae,meskipun sdh turun menurun tp ideologi pki sllu melekat di jiwa mreka.'",Non-Bullying
"RT USER: USER Saya juga sebel kalo ada yg ngeroko sambil naik motor, yakan kadang engap kalo ditutup terus apalagi macet\xe2\x80\xa6'",Non-Bullying
"USER USER Udah minta maaf kunyuk USER bro.\n\nEnak bgt rasan mereka....sebar hoax, minta maaf....sebar hoax lagi, minta maaf lagi.\n\nMesti d sapu dulu USER biar jera nih orang.... URL",Hate Speech / Ancaman
"Hello warga Jakarta, Wakil Kepala DPMPTSP Provinsi DKI Jakarta, Bapak Denny Wahyu Haryanto mewakili Wakil Gubernur Provinsi DKI Jakarta membuka acara ""2018 Junior Chamber International (JCI) Indonesia National Event"" #setiamelayanijakarta",Non-Bullying
"2. Selain perkuat jaringan, Gubernur USER juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar Indonesia USER",Non-Bullying
Pandangan TGB terhadap Agama dan Politik,Non-Bullying
RT USER: Provider brengsek',Hate Speech / Ancaman
Susilo Bambang Yudhoyono Presiden RI ke 6 meminta Khofifah Emil untuk dekat dengan masyarakat . No 1 Bisa ! #BaGusS,Non-Bullying
USER USER USER Yang dungu itu orang yang mau ganti presiden!!! Tp g tau siapa!!! Mikiiiir!!!!',Hate Speech / Ancaman
RT USER: Bokep cewek bispak bandung ngentot Croot Di Dalam \xf0\x9f\x98\x80\n\nDownload Full : URL URL,Pelecehan Seksual
USER kampret complain rag ditanggepi fuck',Hate Speech / Ancaman
Kamu kok kaya jablay GTA maunya dijemput pake mobil',Pelecehan Seksual
Lihat memek tante',Makian
Sementara itu USER kerjanya musuhi dakwah Islam & bubarkan HTI..! Rakyat jg berhak lengserkan jokowok tukang pencitraan!!,Agama
"USER USER USER USER hah, katanya saling melengkapi. orang buktinya kamu juga goblok. gimana si?'",Hate Speech / Ancaman
"\xe2\x80\x9cTidak!\xe2\x80\x9d kata salah seorang Khalifah Rasyidin itu, \xe2\x80\x9ckami dahulu memerangi orang kafir bersama mereka\xe2\x80\x9d. \xe2\x80\x9cKalau begitu, mereka orang-orang munafik\xe2\x80\x9d. \xe2\x80\x9cTidak juga. Sebab, orang muna",Non-Bullying
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER dia doyan nete un jadi maklumin',Makian
USER nek ndelok match terkhir celsi sih kudune menang mudah emyu... Tapi yo embuh sih celsi kacrut ki raiso diprediksi \xf0\x9f\x98\x82',Hate Speech / Ancaman
USER Yakali Pak TNI suruh urusin sampah plastik... \xf0\x9f\x98\x91',Non-Bullying
"USER USER Itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini, semoga hal tersebut tidak akan pernah terjadi di NKRI tercinta, Aamiin..'",Non-Bullying
"Permadi Arya melaporkan Rocky Gerung ke polisi? Serius tuh? ; ; ""Kitab suci itu fiksi,"" kata Rocky.; ; Pernyataan itu salah? Anda merasa terhina? Wait. Bukankah biasa penganut agama A menganggap kitab suci...",Non-Bullying
USER bajingan tengik memang',Makian
Kok bs pake buruh Cina? Kan rakyat sendiri bnyak pngangguran.Dasar rejim kodok!,Ras
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER @,Hate Speech / Ancaman
rp haneul pada cute padahal rlnya perek.yang on retweet',Pelecehan Seksual
"USER USER USER USER USER USER USER USER USER USER USER USER Bilangnya anti asing, aseng...nda taunya.... Wkwkwkwkwk'",Non-Bullying
USER Di suriah sekolah radikal dan rakit bom..plg ke indonesia jadi tempat pkl...ya di amankan',Non-Bullying
"RT USER: Karena kadang hidup emang kayak tai. Malah kadang yang berak orang lain tapi elo yang harus beresin tainya, tangan lo y\xe2\x80\xa6'",Makian
USER Ih banci selotipan \xf0\x9f\x98\x82',Gender
RT USER USER USER USER USER USER USER Haha kalah ni yee org jahat pasti kalah,Hate Speech / Ancaman
RT USER: USER Yg cinta orba pasti meng idola kan prabowo &amp; hary tanoe :D,Hate Speech / Ancaman
"Nantang buka Dadalah, eh nyebut Setanlah emang sudah pada habis Kamus ngelawan ""Kenegarawanan Pak Joko Widodo Presiden RI ke 7, pada makin Stresssssss nie hati2 kena Stoke atau Serangan Jantung nanti Rakyat Indonesia kehilangan Badut2 Politik"" MERDEKA.",Fisik
"USER USER USER USER ""BELAH"" duren yaaaa.\nGak dungu,ya gak cebong.\xf0\x9f\x98\x80\xf0\x9f\x98\x86\nMaaf ya.'",Hate Speech / Ancaman
"2,Orang-orang (Yahudi dan Nasrani) yang telah Kami beri Al Kitab (Taurat dan Injil) mengenal Muhammad'",Non-Bullying
Bubarkan HTI &amp; FPI. URL,Agama
Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.,Gender
USER Sekedar share juga temen2 kantor aku kalo ada pelanggan yg bercadar langsung bilang awas ada bom.. Aku hanya menghela nafas.. \xf0\x9f\x98\xaf',Non-Bullying
RT USER: Pantat mn nh pngen nusuk dan ditusuk\n\xf0\x9f\x91\x89Open BO WA 08157686707\n #gaybrondong #massageboy #gayjakarta #gayjogja #gaytangger\xe2\x80\xa6',Pelecehan Seksual
"USER yg diancam untuk dibunuh itu presiden republik Indonesia mas, trus mesti lapor dulu? apakah penegak hukum gak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya?'",Non-Bullying
USER kayak orang nyosor mau minta nete ):',Makian
USER Ngewe bae',Makian
USER Jebur bloon bukan cebur',Makian
"PKS ultah di Balai Kota, RR ngomong nyapres di Balai Kota. Ganti aja namanya jd â??Balai Politikâ??. ð?¤ª",Non-Bullying
pak USER perlu melanjutkan rencana USER untuk menyeret USER ke pengadilan HAM PBB ! URL,Hate Speech / Ancaman
"USER Kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak, cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama 7 hari dari tanggal pembelian.\n#HauzMiniQuiz #HauzID\nYuk ikutan\nUSER",Non-Bullying
Kisah hidup Muhammad yang lebih lengkap dapat didownload di sini,Non-Bullying
"Penjajahan di atas bumi indonesia harus di hapus kan. Penjajahan ekonomi, budaya, hasil bumi oleh cina harus kita basmi. Demi NKRI. Usir...",Ras
USER USER USER USER USER USER we ada pipis onta tercecer di mari pantes bau pesing',Makian
"USER USER Kalo kejadian disini, mungkin juga kalian yg triak paling lantang ""pmrth pro aseng"" duluan pas ditawari bantuan asing. Bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pmrth. Bilang 15 hari kelamaan, harusnya 3",Non-Bullying
"USER USER Mari berjuang....sampai #Jokowi dilanti kembali di thn 2019.\nJangan gentar !\nJangan takut !\nWalau mata benang di leher, walau ujung tombak di porut !!\n\nTidak akan surut langkah kita,\nTidak akan bisu suara kita,\nTidak akan",Non-Bullying
RT USER: USER USER USER USER USER USER kaya monyet',Makian
Survei di Metro TV Jokowi menang dari Presiden Baru; Etapi cara ngitungnya gimana ya 45% bisa ngalahin 46%; Jangan2 salah judul maksudnya Jokowi Masih Menangis; ; Sumber : Zie Bajrie,Hate Speech / Ancaman
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,Non-Bullying
"Cuba la tgk anime ni, Karakai Jozu No Takagi-san, kalau rasa nak feeling feeling cinta monyet zaman sekolah..memang throwback habes..9/10 URL",Non-Bullying
Serunya Pesta Budaya Erau di Kutai Kartanegara!,Non-Bullying
RT USER: ad yang mau contactnya? Retweet sekarang ya.....\nBanyak banget kenalan tante jilboob sange..\nIni Namanya Tante dea... O\xe2\x80\xa6',Pelecehan Seksual
"Debat Publik bukan ajang pembuktian siapa pintar atau sebaliknya, juga bukan ruang akademik untuk pamer siapa paling ciamik. Setiap orang punya kekuatan dan kelemahan, bukan hanya soal dirinya, itu egosentris namanya. Ini lebih pada soal kekuatan menahan l",Non-Bullying
Duduki Istana Negara !! Sekalian Lengserkan Jokowi Salam2Tahun USER,Hate Speech / Ancaman
RT USER Wah hebatnya pak USER.... Yg lg sibuk pencitraan... USER.. USER.. USER ..USER.... BACA NIH,Hate Speech / Ancaman
"USER bagi anda mungkin gk apa2, tapi bagi kami Muslim ini sangat menghinakan kami. Iblis betina itu sdh menista syariat kami'",Agama
RT USER baby kafir budha teroris myanmar,Agama
Indonesia Blom Merdeka Indonesia Masih Dijajah Oleh Orang Cina !!! TakbirAllauakbar URL,Ras
"memang benar kata pengamat politik Hantayudha ...kalau paslon no.2 ini tidak ada "" khanZ"" nya di Jateng .; ; #JatengGayeng ; #2019TetapJokowi",Non-Bullying
RT USER USER jongos penista agama ahok sok sok ngong SARA.majikan nya penebar SARA astagfirllah. Tobat,Hate Speech / Ancaman
USER USER USER USER Boleh saya follow bli juga? Saya katolik dan ikut akun prof USER utk menambah wawasan berbangsa...terima kasih',Non-Bullying
USER Kapan tuh si BEJAT CABUL USER balik ? Pengecut si Onta itu ye...',Gender
"Menurut Wibisono, pencitraan Jokowi telah disebarkan up media massa pro asing, sehingga terkesan Jokowi berhasil.",Hate Speech / Ancaman
RT USER: USER USER adian gaya lu kaya beruk. Gini klo supir tembak metromini masuk dpr.\nKampungan lu.',Hate Speech / Ancaman
"USER USER.. Km terlalu mainstream mengaartikan ""pintar"". Pintar itu relatif tergantung mo dibawa kemana pengertiannya. Spt anda pintar meng-undeeestimate-kan org. Gw pinter komen ajah. Rejim now pinter mangkrakin janji2 doang. So...making",Hate Speech / Ancaman
USER Kan emang gw dongo',Makian
USER USER ih masak di samain smaa sampah \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3',Non-Bullying
USER USER USER USER Gw terpukaukaukau #2019GantiPresiden,Hate Speech / Ancaman
"Aspirasi Ibu Lina dari Sumedang kepada Calon Gubernur Jabar: ""Berantas Pelakor yang sdh meresahkan kehidupan warga desa"". :)",Non-Bullying
"USER USER USER USER USER Yaaelah chat aja loe urusin,, noh yg dah keliatan mesum anggotaDPR pd mingkem,, yg nyata selingkuh 7th kalian pura2 budek,,, #bong200 gk nyampe otaknya...'",Pelecehan Seksual
USER Tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti Dap tapi kita bimbang fahaman yang dibawa oleh mereka....',Non-Bullying
"""Cermin pun pecah saat dirinya berkaca""; ;",Non-Bullying
"USER Lansung tag partainya...\nGa berani ya, berarti kau BANCI....'",Gender
Awwww comel nya asing kan ikut warna',Non-Bullying
"Islam menjadikan manusia yang idealis namun tetap realistis. Mempersiapkan kehidupan masa kini, namun tak lupa masa depan. Diajak bekerja keras, dan diajak pula beristirahat.",Non-Bullying
USER KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK K,Agama
"USER Agama katholik ngak ada yg menyebut khatolik nusantara, agama kristen protestan ngak ada yg menyebut kristen protestan nusantara, agama hindu ngak ada yg menyebut hindu nusantara, agama budha ngak ada yg menyebut budha nusantara, ...lha kok ini",Non-Bullying
"3. Karena berbasis teknologi digital, Presiden juga minta sistem betul-betul jalan, dan langsung bisa digunakan dan ramah bagi pengguna. #ratas",Non-Bullying
USER USER Ahhh itu kan perasaanmu saja utk menghibur diri.. mana ada cebong tdk bahagia.. presiden cebong punya... tol cebong punya... lha elo? Punya cuma germo \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Pelecehan Seksual
"Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan, main FTV aja joko judulnya URL",Hate Speech / Ancaman
Agama: Kristen\nGolongan Darah: B\nAsal : San Fernando Valley',Non-Bullying
Budha bunuh muslim di myanmar,Agama
USER jahudi bangke minta sama jerman sana tempat ibadah',Agama
PapaMintaKetuaFraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr,Hate Speech / Ancaman
